agent_code,agent_age,agent_join_month,first_policy_sold_month,year_month,unique_proposals_last_7_days,unique_proposals_last_15_days,unique_proposals_last_21_days,unique_proposal,unique_quotations_last_7_days,unique_quotations_last_15_days,unique_quotations_last_21_days,unique_quotations,unique_customers_last_7_days,unique_customers_last_15_days,unique_customers_last_21_days,unique_customers,new_policy_count,ANBP_value,net_income,number_of_policy_holders,number_of_cash_payment_policies,next_month_new_policy_count
8450fe9e,35,2021-02-01,2022-11-01,2023-08-01,0,2,0,4,3,3,6,13,3,5,6,14,11,159841,36414,56,55,25.0
8450fe9e,35,2021-02-01,2022-11-01,2023-09-01,3,1,19,24,0,3,9,18,1,6,10,17,25,482175,69261,34,200,28.0
8450fe9e,35,2021-02-01,2022-11-01,2023-10-01,3,5,7,19,1,2,6,14,3,3,7,13,28,1529864,428852,13,28,0.0
8450fe9e,35,2021-02-01,2022-11-01,2023-11-01,1,2,12,16,4,1,2,14,6,2,8,16,0,0,234227,64,189,0.0
8450fe9e,35,2021-02-01,2022-11-01,2023-12-01,3,0,10,15,1,4,7,14,3,5,9,17,0,0,27265,0,85,0.0
8450fe9e,35,2021-02-01,2022-11-01,2024-01-01,3,6,13,26,4,3,1,12,6,4,1,11,0,0,221578,0,198,17.0
8450fe9e,35,2021-02-01,2022-11-01,2024-02-01,1,2,4,10,1,6,5,13,1,6,10,17,17,674645,87164,17,102,9.0
8450fe9e,35,2021-02-01,2022-11-01,2024-03-01,2,0,4,8,4,6,3,14,6,10,8,24,9,432990,111144,72,72,18.0
8450fe9e,35,2021-02-01,2022-11-01,2024-04-01,2,5,2,14,3,6,1,12,4,6,5,15,18,454752,123813,0,0,33.0
8450fe9e,35,2021-02-01,2022-11-01,2024-05-01,2,5,15,26,4,4,8,21,5,5,8,18,33,1740783,456299,18,66,26.0
8450fe9e,35,2021-02-01,2022-11-01,2024-06-01,2,4,9,19,3,1,6,13,5,2,11,18,26,807300,207373,0,130,13.0
8450fe9e,35,2021-02-01,2022-11-01,2024-07-01,3,4,2,11,3,2,1,9,5,4,4,13,13,898222,90551,0,91,18.0
84a7eaf5,36,2023-11-01,2024-04-01,2023-12-01,1,2,6,11,0,6,9,16,1,8,11,20,15,160035,29003,40,30,31.0
84a7eaf5,36,2023-11-01,2024-04-01,2024-01-01,3,0,17,24,0,6,7,15,2,6,11,19,31,1371192,251611,19,186,0.0
84a7eaf5,36,2023-11-01,2024-04-01,2024-02-01,3,1,0,9,0,4,9,14,2,4,13,19,0,0,105738,38,126,31.0
84a7eaf5,36,2023-11-01,2024-04-01,2024-03-01,2,2,20,27,4,1,8,16,6,2,12,20,31,1628988,210277,40,0,0.0
84a7eaf5,36,2023-11-01,2024-04-01,2024-04-01,2,3,1,8,0,0,2,4,1,0,2,3,0,0,328265,9,51,23.0
84a7eaf5,36,2023-11-01,2024-04-01,2024-05-01,2,6,5,14,1,6,2,11,1,6,3,10,23,291042,63672,10,161,22.0
84a7eaf5,36,2023-11-01,2024-04-01,2024-06-01,2,3,11,17,1,5,7,14,1,9,10,20,22,1305766,323656,80,44,22.0
84a7eaf5,36,2023-11-01,2024-04-01,2024-07-01,0,0,17,21,1,1,3,7,3,4,4,11,22,1089484,305921,44,22,22.0
84bc935c,46,2023-07-01,2023-10-01,2023-08-01,2,4,9,17,3,5,2,13,5,6,2,13,25,172975,43724,26,150,16.0
84bc935c,46,2023-07-01,2023-10-01,2023-09-01,2,1,8,15,1,1,5,10,1,3,5,9,16,137952,41095,9,48,0.0
84bc935c,46,2023-07-01,2023-10-01,2023-10-01,0,4,19,28,4,0,7,14,6,2,11,19,0,0,833380,19,37,21.0
84bc935c,46,2023-07-01,2023-10-01,2023-11-01,0,5,8,15,0,6,1,14,2,9,3,14,21,133770,27432,56,126,29.0
84bc935c,46,2023-07-01,2023-10-01,2023-12-01,2,5,17,27,0,0,7,10,1,1,10,12,29,658184,112985,0,203,11.0
84bc935c,46,2023-07-01,2023-10-01,2024-01-01,1,1,3,7,4,4,4,13,6,8,10,24,11,469766,139503,96,55,19.0
84bc935c,46,2023-07-01,2023-10-01,2024-02-01,3,4,6,14,1,5,3,10,3,7,8,18,19,796176,173835,36,171,17.0
84bc935c,46,2023-07-01,2023-10-01,2024-03-01,0,6,0,8,2,4,9,16,4,4,15,23,17,1081302,314864,69,51,28.0
84bc935c,46,2023-07-01,2023-10-01,2024-04-01,3,2,17,27,4,6,4,16,4,7,5,16,28,2399320,613831,16,28,34.0
84bc935c,46,2023-07-01,2023-10-01,2024-05-01,1,5,19,27,3,5,4,22,3,6,10,19,34,3075708,313295,0,238,23.0
84bc935c,46,2023-07-01,2023-10-01,2024-06-01,3,0,11,16,1,5,3,11,2,7,4,13,23,1560688,216689,39,161,27.0
84bc935c,46,2023-07-01,2023-10-01,2024-07-01,2,3,13,21,0,4,1,13,1,8,3,12,27,78246,16666,0,243,12.0
84ef9ce3,38,2020-09-01,2023-10-01,2023-01-01,1,2,9,13,1,6,7,15,3,6,7,16,22,857846,186855,48,66,16.0
84ef9ce3,38,2020-09-01,2023-10-01,2023-02-01,0,5,6,12,2,5,6,14,3,7,6,16,16,1219360,175788,64,48,10.0
84ef9ce3,38,2020-09-01,2023-10-01,2023-03-01,3,0,1,6,1,0,5,7,1,0,5,6,10,224140,63855,12,10,23.0
84ef9ce3,38,2020-09-01,2023-10-01,2023-04-01,0,4,10,18,2,2,4,17,3,6,9,18,23,1821830,205388,54,115,24.0
84ef9ce3,38,2020-09-01,2023-10-01,2023-05-01,0,6,12,23,2,4,5,17,4,6,6,16,24,499080,135651,32,72,19.0
84ef9ce3,38,2020-09-01,2023-10-01,2023-06-01,3,0,10,15,3,6,5,15,4,8,7,19,19,1528797,410615,0,171,22.0
84ef9ce3,38,2020-09-01,2023-10-01,2023-07-01,0,3,15,20,3,3,0,18,4,5,4,13,22,783376,118063,26,0,14.0
84ef9ce3,38,2020-09-01,2023-10-01,2023-08-01,1,2,3,10,0,0,9,10,2,1,13,16,14,810278,93616,16,56,14.0
84ef9ce3,38,2020-09-01,2023-10-01,2023-09-01,3,0,4,10,2,4,9,16,2,7,12,21,14,660758,162639,42,70,0.0
84ef9ce3,38,2020-09-01,2023-10-01,2023-10-01,2,5,13,23,0,3,4,18,0,3,5,8,0,0,770530,8,87,25.0
84ef9ce3,38,2020-09-01,2023-10-01,2023-11-01,1,2,13,17,2,6,5,14,3,9,9,21,25,856950,106689,84,175,30.0
84ef9ce3,38,2020-09-01,2023-10-01,2023-12-01,1,0,20,25,4,5,4,17,5,6,5,16,30,2751720,781933,32,210,26.0
84ef9ce3,38,2020-09-01,2023-10-01,2024-01-01,1,4,13,19,1,1,1,6,3,3,5,11,26,812578,209331,22,52,30.0
84ef9ce3,38,2020-09-01,2023-10-01,2024-02-01,1,3,20,29,3,1,7,14,3,5,9,17,30,688050,84964,34,0,17.0
84ef9ce3,38,2020-09-01,2023-10-01,2024-03-01,2,6,3,12,0,0,7,8,1,4,7,12,17,468775,61148,0,68,26.0
84ef9ce3,38,2020-09-01,2023-10-01,2024-04-01,0,4,16,24,0,6,2,19,2,9,4,15,26,48672,7386,60,234,28.0
84ef9ce3,38,2020-09-01,2023-10-01,2024-05-01,1,5,13,21,4,1,5,18,6,5,5,16,28,1008644,296050,0,196,3.0
84ef9ce3,38,2020-09-01,2023-10-01,2024-06-01,0,0,0,2,4,1,9,15,5,4,11,20,3,140913,37152,20,21,35.0
84ef9ce3,38,2020-09-01,2023-10-01,2024-07-01,0,1,20,26,0,3,8,16,1,3,10,14,35,481355,60633,42,70,26.0
85857de6,48,2021-11-01,2022-11-01,2023-01-01,2,3,3,11,2,3,4,10,2,5,6,13,12,75720,17625,13,0,16.0
85857de6,48,2021-11-01,2022-11-01,2023-02-01,3,5,4,15,0,4,9,14,2,7,12,21,16,1460272,404149,42,96,29.0
85857de6,48,2021-11-01,2022-11-01,2023-03-01,0,3,14,20,0,2,1,18,1,2,6,9,29,2164473,507050,9,261,27.0
85857de6,48,2021-11-01,2022-11-01,2023-04-01,2,6,10,19,1,4,3,11,1,7,3,11,27,1591812,345674,33,54,25.0
85857de6,48,2021-11-01,2022-11-01,2023-05-01,2,3,10,17,3,1,7,16,4,5,11,20,25,924625,128436,80,25,20.0
85857de6,48,2021-11-01,2022-11-01,2023-06-01,0,3,8,13,1,1,6,9,2,3,10,15,20,1305880,240526,15,20,26.0
85857de6,48,2021-11-01,2022-11-01,2023-07-01,3,5,8,20,2,0,4,13,4,3,10,17,26,326066,34203,17,52,24.0
85857de6,48,2021-11-01,2022-11-01,2023-08-01,1,5,12,20,0,3,9,13,1,7,14,22,24,264576,53360,0,48,16.0
85857de6,48,2021-11-01,2022-11-01,2023-09-01,3,1,2,11,2,3,7,13,2,3,13,18,16,1507136,357814,54,128,20.0
85857de6,48,2021-11-01,2022-11-01,2023-10-01,3,5,5,16,3,4,6,14,5,4,7,16,20,1732220,513209,64,0,19.0
85857de6,48,2021-11-01,2022-11-01,2023-11-01,2,2,10,16,0,3,8,13,0,7,8,15,19,752077,169443,60,171,16.0
85857de6,48,2021-11-01,2022-11-01,2023-12-01,1,6,3,14,2,2,4,11,2,5,5,12,16,75344,13173,0,96,16.0
85857de6,48,2021-11-01,2022-11-01,2024-01-01,3,4,1,12,2,0,3,7,2,3,9,14,16,249536,54966,14,16,0.0
85857de6,48,2021-11-01,2022-11-01,2024-02-01,2,6,13,22,3,0,4,21,5,4,4,13,0,0,147191,39,180,35.0
85857de6,48,2021-11-01,2022-11-01,2024-03-01,3,1,20,28,2,2,4,22,3,2,4,9,35,2058350,375437,36,315,12.0
85857de6,48,2021-11-01,2022-11-01,2024-04-01,3,5,1,10,2,2,7,12,4,2,12,18,12,901272,137577,36,24,21.0
85857de6,48,2021-11-01,2022-11-01,2024-05-01,1,2,8,13,1,4,0,9,1,4,0,5,21,70560,18900,0,168,17.0
85857de6,48,2021-11-01,2022-11-01,2024-06-01,3,6,4,16,1,6,1,9,1,9,1,11,17,352274,70912,0,51,6.0
85857de6,48,2021-11-01,2022-11-01,2024-07-01,0,1,0,5,1,3,3,8,2,7,7,16,6,378768,107082,64,12,23.0
85994955,40,2023-12-01,2024-04-01,2024-01-01,0,0,10,12,0,2,1,5,0,6,7,13,0,0,173756,0,160,32.0
85994955,40,2023-12-01,2024-04-01,2024-02-01,3,1,16,23,3,3,3,15,5,5,8,18,32,358848,54077,0,256,0.0
85994955,40,2023-12-01,2024-04-01,2024-03-01,1,4,5,12,0,3,9,13,1,5,13,19,0,0,236374,38,135,17.0
85994955,40,2023-12-01,2024-04-01,2024-04-01,0,4,2,8,2,5,0,8,2,8,4,14,17,706741,99313,56,102,25.0
85994955,40,2023-12-01,2024-04-01,2024-05-01,3,5,3,16,1,3,9,14,1,6,12,19,25,2364175,328857,57,175,12.0
85994955,40,2023-12-01,2024-04-01,2024-06-01,1,5,1,11,4,6,9,20,5,6,14,25,12,49224,12687,100,72,21.0
85994955,40,2023-12-01,2024-04-01,2024-07-01,1,5,12,19,1,3,7,14,3,7,9,19,21,1961610,330925,19,42,34.0
85f1427f,26,2019-12-01,2024-04-01,2023-01-01,2,1,5,13,1,5,2,11,2,9,6,17,14,157206,25451,68,70,22.0
85f1427f,26,2019-12-01,2024-04-01,2023-02-01,2,3,6,16,0,1,1,4,2,1,7,10,22,1754742,508549,0,176,21.0
85f1427f,26,2019-12-01,2024-04-01,2023-03-01,3,3,6,17,3,0,8,13,5,3,13,21,21,525651,72388,84,105,0.0
85f1427f,26,2019-12-01,2024-04-01,2023-04-01,0,0,18,20,1,1,0,9,2,2,4,8,0,0,444803,0,78,31.0
85f1427f,26,2019-12-01,2024-04-01,2023-05-01,2,4,18,28,0,1,3,8,2,1,4,7,31,2236867,474559,28,31,18.0
85f1427f,26,2019-12-01,2024-04-01,2023-06-01,1,1,11,15,4,4,0,9,4,8,6,18,18,1159452,219974,54,72,26.0
85f1427f,26,2019-12-01,2024-04-01,2023-07-01,1,0,20,25,4,1,8,19,4,5,11,20,26,1486134,369348,20,26,31.0
85f1427f,26,2019-12-01,2024-04-01,2023-08-01,2,4,16,23,4,2,8,19,4,4,9,17,31,2587012,654264,17,279,13.0
85f1427f,26,2019-12-01,2024-04-01,2023-09-01,0,0,2,6,3,1,6,11,3,3,9,15,13,698009,205914,45,117,25.0
85f1427f,26,2019-12-01,2024-04-01,2023-10-01,3,1,15,22,2,2,0,6,2,4,3,9,25,299900,44091,9,150,32.0
85f1427f,26,2019-12-01,2024-04-01,2023-11-01,3,2,17,23,4,5,5,15,5,9,11,25,32,1231392,325900,0,192,24.0
85f1427f,26,2019-12-01,2024-04-01,2023-12-01,3,0,10,17,1,0,6,14,3,4,7,14,24,957096,148179,42,192,0.0
85f1427f,26,2019-12-01,2024-04-01,2024-01-01,1,1,0,3,0,6,6,13,2,9,8,19,0,0,101276,76,72,0.0
85f1427f,26,2019-12-01,2024-04-01,2024-02-01,3,4,11,19,4,4,9,18,6,6,10,22,0,0,80068,0,0,19.0
85f1427f,26,2019-12-01,2024-04-01,2024-03-01,1,1,15,18,0,4,3,15,0,7,3,10,19,1250333,248595,40,19,33.0
85f1427f,26,2019-12-01,2024-04-01,2024-04-01,3,6,13,27,0,1,6,11,1,1,9,11,33,909216,204002,33,198,0.0
85f1427f,26,2019-12-01,2024-04-01,2024-05-01,1,0,9,15,0,5,0,14,1,6,2,9,0,0,77398,27,110,27.0
85f1427f,26,2019-12-01,2024-04-01,2024-06-01,3,3,13,21,3,4,6,19,4,5,10,19,27,262602,29678,57,216,0.0
85f1427f,26,2019-12-01,2024-04-01,2024-07-01,2,0,1,6,0,2,7,10,2,6,9,17,0,0,170423,34,13,0.0
862e2590,52,2024-05-01,2024-04-01,2024-06-01,1,0,17,20,4,4,7,18,5,5,13,23,0,0,26969,92,168,18.0
862e2590,52,2024-05-01,2024-04-01,2024-07-01,3,1,7,14,3,2,3,12,4,3,7,14,18,638586,186289,56,54,0.0
868cd194,51,2021-05-01,2022-10-01,2023-01-01,3,3,18,29,0,2,6,26,2,6,10,18,30,2127960,425993,36,60,18.0
868cd194,51,2021-05-01,2022-10-01,2023-02-01,1,1,12,16,3,3,1,11,4,4,6,14,18,1332558,352257,28,18,6.0
868cd194,51,2021-05-01,2022-10-01,2023-03-01,0,0,0,5,0,4,8,13,2,5,14,21,6,558462,113994,21,24,0.0
868cd194,51,2021-05-01,2022-10-01,2023-04-01,1,0,3,9,4,4,5,14,5,7,8,20,0,0,44231,40,119,28.0
868cd194,51,2021-05-01,2022-10-01,2023-05-01,2,1,13,20,1,1,7,12,1,2,10,13,28,2704072,444917,26,168,14.0
868cd194,51,2021-05-01,2022-10-01,2023-06-01,3,1,8,13,4,4,5,14,5,8,6,19,14,1379042,254814,19,0,11.0
868cd194,51,2021-05-01,2022-10-01,2023-07-01,0,1,4,10,3,5,8,17,3,5,9,17,11,634227,101690,0,66,23.0
868cd194,51,2021-05-01,2022-10-01,2023-08-01,0,1,14,19,2,5,2,18,4,7,3,14,23,1419951,176821,14,115,24.0
868cd194,51,2021-05-01,2022-10-01,2023-09-01,3,5,3,15,4,0,6,14,4,0,12,16,24,87600,12029,32,96,31.0
868cd194,51,2021-05-01,2022-10-01,2023-10-01,3,6,12,26,1,0,9,24,3,2,10,15,31,1383003,361214,60,248,32.0
868cd194,51,2021-05-01,2022-10-01,2023-11-01,0,4,16,24,3,1,0,8,4,1,2,7,32,1030496,220663,21,160,17.0
868cd194,51,2021-05-01,2022-10-01,2023-12-01,3,2,0,10,4,2,8,15,5,2,12,19,17,139961,16569,57,34,21.0
868cd194,51,2021-05-01,2022-10-01,2024-01-01,3,0,11,15,0,2,9,12,2,4,12,18,21,1646421,270467,0,189,12.0
868cd194,51,2021-05-01,2022-10-01,2024-02-01,0,3,2,10,2,4,0,7,3,4,3,10,12,57936,15819,30,72,0.0
868cd194,51,2021-05-01,2022-10-01,2024-03-01,2,3,3,12,2,0,0,8,4,3,2,9,0,0,29609,0,36,28.0
868cd194,51,2021-05-01,2022-10-01,2024-04-01,0,5,14,23,4,1,5,19,4,2,5,11,28,1744120,482470,33,168,33.0
868cd194,51,2021-05-01,2022-10-01,2024-05-01,1,4,20,27,3,0,5,9,5,0,6,11,33,562221,74552,11,231,19.0
868cd194,51,2021-05-01,2022-10-01,2024-06-01,1,4,1,10,1,1,4,8,1,4,7,12,19,1728886,299600,48,133,31.0
868cd194,51,2021-05-01,2022-10-01,2024-07-01,1,1,20,24,4,4,1,20,5,4,2,11,31,1146752,295516,0,186,14.0
86c4b14c,41,2024-01-01,2024-02-01,2024-02-01,3,4,17,26,4,3,4,16,5,5,5,15,33,1208031,286921,45,66,30.0
86c4b14c,41,2024-01-01,2024-02-01,2024-03-01,3,3,20,28,1,5,8,26,3,5,8,16,30,2859060,788573,32,0,9.0
86c4b14c,41,2024-01-01,2024-02-01,2024-04-01,1,4,0,7,3,2,6,12,5,5,9,19,9,555723,58888,0,9,0.0
86c4b14c,41,2024-01-01,2024-02-01,2024-05-01,3,6,1,11,0,5,2,9,2,7,8,17,0,0,388182,0,15,16.0
86c4b14c,41,2024-01-01,2024-02-01,2024-06-01,0,4,4,12,1,3,9,14,3,4,13,20,16,139008,33806,40,48,20.0
86c4b14c,41,2024-01-01,2024-02-01,2024-07-01,0,1,11,14,1,1,8,12,1,1,13,15,20,1741580,249323,15,60,24.0
86c9436f,28,2020-04-01,2023-08-01,2023-01-01,1,1,6,13,4,1,0,10,6,5,4,15,15,272520,27648,15,75,17.0
86c9436f,28,2020-04-01,2023-08-01,2023-02-01,1,1,3,8,0,0,3,6,0,0,6,6,17,949297,211207,18,0,16.0
86c9436f,28,2020-04-01,2023-08-01,2023-03-01,2,3,2,11,3,2,8,14,5,3,10,18,16,126048,35483,0,80,28.0
86c9436f,28,2020-04-01,2023-08-01,2023-04-01,3,5,8,20,4,1,7,15,6,4,13,23,28,1117312,117652,69,224,14.0
86c9436f,28,2020-04-01,2023-08-01,2023-05-01,1,2,7,13,3,5,4,13,4,6,10,20,14,860818,137173,20,28,13.0
86c9436f,28,2020-04-01,2023-08-01,2023-06-01,0,0,0,4,0,5,6,12,0,5,8,13,13,879515,146517,52,0,20.0
86c9436f,28,2020-04-01,2023-08-01,2023-07-01,1,3,3,11,0,0,0,9,0,2,3,5,20,950400,172432,5,100,32.0
86c9436f,28,2020-04-01,2023-08-01,2023-08-01,3,6,14,27,2,2,6,23,3,5,6,14,32,1798944,432707,42,0,22.0
86c9436f,28,2020-04-01,2023-08-01,2023-09-01,2,5,3,15,0,1,1,13,2,1,7,10,22,798688,123504,40,176,22.0
86c9436f,28,2020-04-01,2023-08-01,2023-10-01,3,3,9,16,3,6,2,13,4,10,4,18,22,803748,230678,18,88,23.0
86c9436f,28,2020-04-01,2023-08-01,2023-11-01,0,3,16,20,1,4,5,12,3,4,7,14,23,1948238,420811,0,184,8.0
86c9436f,28,2020-04-01,2023-08-01,2023-12-01,0,5,0,6,4,3,4,12,6,7,7,20,8,691984,89601,80,24,32.0
86c9436f,28,2020-04-01,2023-08-01,2024-01-01,2,6,12,24,1,3,6,17,3,3,6,12,32,655840,176589,24,288,0.0
86c9436f,28,2020-04-01,2023-08-01,2024-02-01,3,4,17,27,4,5,6,25,6,5,10,21,0,0,437879,63,196,20.0
86c9436f,28,2020-04-01,2023-08-01,2024-03-01,3,2,9,18,2,2,6,16,2,6,11,19,20,1119000,326316,76,140,19.0
86c9436f,28,2020-04-01,2023-08-01,2024-04-01,1,5,6,14,1,4,8,14,1,6,12,19,19,1211668,154221,0,114,25.0
86c9436f,28,2020-04-01,2023-08-01,2024-05-01,1,1,12,18,1,6,8,17,3,8,12,23,25,2492075,587258,46,75,34.0
86c9436f,28,2020-04-01,2023-08-01,2024-06-01,1,4,17,25,1,4,9,23,2,7,11,20,34,2271200,464387,20,238,15.0
86c9436f,28,2020-04-01,2023-08-01,2024-07-01,0,1,10,12,4,1,8,14,6,3,9,18,15,161820,42862,72,135,0.0
86fcfefe,50,2020-04-01,2023-02-01,2023-01-01,3,0,16,24,4,0,4,18,5,0,10,15,25,2130325,489316,45,0,24.0
86fcfefe,50,2020-04-01,2023-02-01,2023-02-01,1,0,12,18,2,4,7,15,2,5,10,17,24,1263864,219076,0,216,26.0
86fcfefe,50,2020-04-01,2023-02-01,2023-03-01,1,2,16,24,4,2,1,22,6,3,2,11,26,2196142,521058,0,78,33.0
86fcfefe,50,2020-04-01,2023-02-01,2023-04-01,3,2,19,28,3,2,2,27,3,3,6,12,33,2185128,482093,36,297,15.0
86fcfefe,50,2020-04-01,2023-02-01,2023-05-01,3,5,1,13,0,0,5,10,0,4,9,13,15,95130,18514,52,30,10.0
86fcfefe,50,2020-04-01,2023-02-01,2023-06-01,0,2,4,9,4,5,4,14,5,9,10,24,10,265130,62821,0,50,28.0
86fcfefe,50,2020-04-01,2023-02-01,2023-07-01,0,6,10,19,3,6,5,15,3,8,8,19,28,2458988,273848,76,140,16.0
86fcfefe,50,2020-04-01,2023-02-01,2023-08-01,1,1,6,9,4,6,4,15,5,7,9,21,16,1417168,166801,42,112,16.0
86fcfefe,50,2020-04-01,2023-02-01,2023-09-01,2,4,7,14,4,1,8,14,4,1,12,17,16,242000,25580,51,144,9.0
86fcfefe,50,2020-04-01,2023-02-01,2023-10-01,1,1,5,8,0,4,6,11,2,5,12,19,9,838035,93587,38,54,22.0
86fcfefe,50,2020-04-01,2023-02-01,2023-11-01,1,1,12,16,1,4,2,10,2,4,2,8,22,1631190,219461,8,154,13.0
86fcfefe,50,2020-04-01,2023-02-01,2023-12-01,0,6,1,8,0,4,9,14,1,8,15,24,13,741806,158767,48,78,18.0
86fcfefe,50,2020-04-01,2023-02-01,2024-01-01,0,1,6,10,4,2,5,12,6,2,5,13,18,553842,95551,26,90,0.0
86fcfefe,50,2020-04-01,2023-02-01,2024-02-01,3,1,15,24,1,4,8,23,2,7,9,18,0,0,419962,18,248,38.0
86fcfefe,50,2020-04-01,2023-02-01,2024-03-01,3,6,18,32,2,5,8,26,2,8,9,19,38,2436446,412779,38,114,29.0
86fcfefe,50,2020-04-01,2023-02-01,2024-04-01,1,1,20,26,3,4,7,16,4,4,13,21,29,2156179,300864,63,174,21.0
86fcfefe,50,2020-04-01,2023-02-01,2024-05-01,3,3,12,20,3,1,1,9,5,2,3,10,21,1797558,306481,10,126,32.0
86fcfefe,50,2020-04-01,2023-02-01,2024-06-01,3,6,14,26,2,6,5,18,3,6,7,16,32,910272,269195,32,256,0.0
86fcfefe,50,2020-04-01,2023-02-01,2024-07-01,0,1,9,11,1,6,7,15,3,8,12,23,0,0,55120,69,57,16.0
877de375,27,2021-09-01,2023-10-01,2023-01-01,3,1,13,18,4,0,2,12,4,4,5,13,24,366864,104456,52,24,30.0
877de375,27,2021-09-01,2023-10-01,2023-02-01,1,6,15,23,3,0,4,13,4,2,10,16,30,2035950,524090,0,270,20.0
877de375,27,2021-09-01,2023-10-01,2023-03-01,1,3,8,16,3,5,2,12,5,9,2,16,20,168320,42944,0,160,0.0
877de375,27,2021-09-01,2023-10-01,2023-04-01,0,1,17,19,2,3,3,11,2,4,4,10,0,0,159380,30,0,29.0
877de375,27,2021-09-01,2023-10-01,2023-05-01,3,4,14,23,2,2,7,19,3,4,13,20,29,1461136,383503,40,0,0.0
877de375,27,2021-09-01,2023-10-01,2023-06-01,0,6,9,17,1,4,2,8,1,8,4,13,0,0,443382,13,0,21.0
877de375,27,2021-09-01,2023-10-01,2023-07-01,3,0,11,16,2,2,9,14,3,6,12,21,21,1694259,427580,63,168,31.0
877de375,27,2021-09-01,2023-10-01,2023-08-01,3,4,15,26,0,5,8,21,0,9,12,21,31,2640425,296939,21,31,20.0
877de375,27,2021-09-01,2023-10-01,2023-09-01,2,1,7,12,2,0,8,11,2,1,8,11,20,1770700,473715,11,140,31.0
877de375,27,2021-09-01,2023-10-01,2023-10-01,3,1,16,25,2,5,1,16,2,7,1,10,31,1739162,485478,40,62,35.0
877de375,27,2021-09-01,2023-10-01,2023-11-01,3,6,14,26,4,6,5,23,4,7,8,19,35,3164245,354390,19,315,19.0
877de375,27,2021-09-01,2023-10-01,2023-12-01,0,5,6,16,2,4,7,14,3,6,13,22,19,875748,154213,0,19,27.0
877de375,27,2021-09-01,2023-10-01,2024-01-01,3,5,5,18,3,2,5,15,5,5,7,17,27,1192860,170893,34,243,27.0
877de375,27,2021-09-01,2023-10-01,2024-02-01,2,0,12,18,3,3,3,16,5,3,3,11,27,1981287,568198,44,243,21.0
877de375,27,2021-09-01,2023-10-01,2024-03-01,3,0,5,12,4,3,0,11,6,3,0,9,21,1279362,171445,36,126,0.0
877de375,27,2021-09-01,2023-10-01,2024-04-01,1,1,2,5,4,5,6,16,4,9,12,25,0,0,22050,25,40,30.0
877de375,27,2021-09-01,2023-10-01,2024-05-01,3,2,19,28,4,0,2,13,6,0,3,9,30,1532250,166422,27,90,25.0
877de375,27,2021-09-01,2023-10-01,2024-06-01,1,3,17,24,4,6,6,23,5,8,10,23,25,1238300,151625,46,75,28.0
877de375,27,2021-09-01,2023-10-01,2024-07-01,2,6,16,26,2,0,8,13,4,2,13,19,28,1663536,316325,0,224,34.0
87bc8e5a,42,2020-03-01,2022-12-01,2023-01-01,1,4,5,12,3,6,5,15,3,6,6,15,16,136528,16404,0,144,15.0
87bc8e5a,42,2020-03-01,2022-12-01,2023-02-01,1,0,1,7,4,4,3,12,4,8,6,18,15,97335,14180,0,90,20.0
87bc8e5a,42,2020-03-01,2022-12-01,2023-03-01,0,6,1,12,2,3,0,10,3,6,6,15,20,535180,96528,15,120,26.0
87bc8e5a,42,2020-03-01,2022-12-01,2023-04-01,1,0,15,20,2,2,7,13,3,5,12,20,26,1225874,204261,60,130,40.0
87bc8e5a,42,2020-03-01,2022-12-01,2023-05-01,2,5,20,32,0,6,8,26,2,6,14,22,40,2331800,501813,0,0,0.0
87bc8e5a,42,2020-03-01,2022-12-01,2023-06-01,0,3,8,15,0,6,7,14,0,8,12,20,0,0,300254,20,0,14.0
87bc8e5a,42,2020-03-01,2022-12-01,2023-07-01,1,0,10,13,4,5,6,16,6,8,10,24,14,1242528,227768,96,98,23.0
87bc8e5a,42,2020-03-01,2022-12-01,2023-08-01,1,0,15,21,1,3,2,14,2,3,6,11,23,1404173,387575,0,138,28.0
87bc8e5a,42,2020-03-01,2022-12-01,2023-09-01,3,1,17,24,4,6,4,23,5,10,6,21,28,2378516,381836,21,0,0.0
87bc8e5a,42,2020-03-01,2022-12-01,2023-10-01,2,6,16,25,3,0,5,14,5,3,7,15,0,0,256633,30,78,17.0
87bc8e5a,42,2020-03-01,2022-12-01,2023-11-01,3,4,6,16,2,1,6,14,4,1,7,12,17,837471,197748,36,136,24.0
87bc8e5a,42,2020-03-01,2022-12-01,2023-12-01,2,2,18,23,0,6,2,14,0,8,8,16,24,2268024,410148,48,168,29.0
87bc8e5a,42,2020-03-01,2022-12-01,2024-01-01,1,5,13,24,0,4,9,21,0,5,11,16,29,889053,117841,32,261,26.0
87bc8e5a,42,2020-03-01,2022-12-01,2024-02-01,0,4,9,17,4,2,1,12,6,3,5,14,26,2078336,592243,28,208,26.0
87bc8e5a,42,2020-03-01,2022-12-01,2024-03-01,0,3,13,19,3,0,3,7,3,3,4,10,26,2034448,558380,40,78,0.0
87bc8e5a,42,2020-03-01,2022-12-01,2024-04-01,1,0,16,21,1,3,6,12,2,4,10,16,0,0,6700,32,92,17.0
87bc8e5a,42,2020-03-01,2022-12-01,2024-05-01,1,4,4,11,2,5,6,14,2,6,7,15,17,1104966,228281,30,68,16.0
87bc8e5a,42,2020-03-01,2022-12-01,2024-06-01,1,3,4,11,3,1,1,9,3,4,3,10,16,556352,115270,30,32,15.0
